2,2
2,3
2,4
2,5
3,2
3,3
3,4
3,5
4,2
4,3
4,4
4,5

2,7
2,8
2,9
2,10
2,11
3,7
3,8
3,9
3,10
3,11
4,7
4,8
4,9
4,10
4,11

1,13
1,14
2,13
2,14
3,13
3,14
4,13
4,14

2,16
2,17
2,18
2,19
2,20
3,16
3,17
3,18
3,19
3,20
4,16
4,17
4,18
4,19
4,20

2,22
2,23
2,24
2,25
3,22
3,23
3,24
3,25
4,22
4,23
4,24
4,25

6,2
6,3
6,4
6,5
7,2
7,3
7,4
7,5

6,7
6,8
7,7
7,8
8,7
8,8
9,7
9,8
9,9
9,10
9,11
10,7
10,8
10,9
10,10
10,11
11,7
11,8
12,7
12,8
13,7
13,8

6,10
6,11
6,12
6,13
6,14
6,15
6,16
6,17
7,10
7,11
7,12
7,13
7,14
7,15
7,16
7,17
8,13
8,14
9,13
9,14
10,13
10,14

6,19
6,20
7,19
7,20
8,19
8,20
9,19
9,20
9,16
9,17
9,18
10,19
10,20
10,16
10,17
10,18
11,19
11,20
12,19
12,20
13,19
13,20

6,22
6,23
6,24
6,25
7,22
7,23
7,24
7,25

9,1
9,2
9,3
9,4
9,5
10,1
10,2
10,3
10,4
10,5
11,1
11,2
11,3
11,4
11,5
12,1
12,2
12,3
12,4
12,5
13,1
13,2
13,3
13,4
13,5


9,22
9,23
9,24
9,25
9,26
10,22
10,23
10,24
10,25
10,26
11,22
11,23
11,24
11,25
11,26
12,22
12,23
12,24
12,25
12,26
13,22
13,23
13,24
13,25
13,26

15,1
15,2
15,3
15,4
15,5
16,1
16,2
16,3
16,4
16,5
17,1
17,2
17,3
17,4
17,5
18,1
18,2
18,3
18,4
18,5
19,1
19,2
19,3
19,4
19,5

15,22
15,23
15,24
15,25
15,26
16,22
16,23
16,24
16,25
16,26
17,22
17,23
17,24
17,25
17,26
18,22
18,23
18,24
18,25
18,26
19,22
19,23
19,24
19,25
19,26

15,7
15,8
16,7
16,8
17,7
17,8
18,7
18,8
19,7
19,8

15,19
15,20
16,19
16,20
17,19
17,20
18,19
18,20
19,19
19,20

12,10
12,11
12,12
12,15
12,16
12,17
13,10
13,17
14,10
14,17
15,10
15,17
16,10
16,11
16,12
16,13
16,14
16,15
16,16
16,17


19,10
19,11
19,12
19,13
19,14
19,15
19,16
19,17
18,10
18,11
18,12
18,13
18,14
18,15
18,16
18,17
20,13
20,14
21,13
21,14
22,13
22,14

21,2
21,3
21,4
21,5
22,2
22,3
22,4
22,5
23,4
23,5
24,4
24,5
25,4
25,5

24,1
24,2
25,1
25,2

21,22
21,23
21,24
21,25
22,22
22,23
22,24
22,25
23,22
23,23
24,22
24,23
25,22
25,23

24,25
24,26
25,25
25,26

21,7
21,8
21,9
21,10
21,11
22,7
22,8
22,9
22,10
22,11


21,16
21,17
21,18
21,19
21,20
22,16
22,17
22,18
22,19
22,20

24,7
24,8
25,7
25,8
26,7
26,8
27,2
27,3
27,4
27,5
27,6
27,7
27,8
27,9
27,10
27,11
28,2
28,3
28,4
28,5
28,6
28,7
28,8
28,9
28,10
28,11

24,10
24,11
24,12
24,13
24,14
24,15
24,16
24,17
25,10
25,11
25,12
25,13
25,14
25,15
25,16
25,17
26,13
26,14
27,13
27,14
28,13
28,14

24,19
24,20
25,19
25,20
26,19
26,20
27,16
27,17
27,18
27,19
27,20
27,21
27,22
27,23
27,24
27,25
28,16
28,17
28,18
28,19
28,20
28,21
28,22
28,23
28,24
28,25








